originapt,destapt,quart,origincity,destcity,origin,destination,distance,passengers,fare,carrier_lg,fare_lg
BUF,MKE,20082,13730,57850,"Buffalo, New York, USA","Milwaukee, Wisconsin, USA",465,50.10989011,183.8587281,NW,143.3020504
BUF,MSP,20082,13730,57970,"Buffalo, New York, USA","Minneapolis/St.Paul, Minnesota, USA",734,123.7362637,289.6436945,NW,335.4105116
BUF,MLI,20082,13730,58700,"Buffalo, New York, USA","Moline, Illinois, USA",612,11.86813187,124.3049074,NW,108.0393333
BUF,MYR,20082,13730,61830,"Buffalo, New York, USA","Myrtle Beach, South Carolina, USA",639,50.43956044,178.5241612,US,177.1608543
BUF,BNA,20082,13730,62860,"Buffalo, New York, USA","Nashville, Tennessee, USA",633,108.1318681,166.8471443,WN,186.7921866
BUF,MSY,20082,13730,63580,"Buffalo, New York, USA","New Orleans, Louisiana, USA",1097,96.59340659,175.8858703,US,179.7821451
BUF,LGA,20082,13730,63760,"Buffalo, New York, USA","New York, New York, USA",301,2264.945055,122.3441294,B6,110.6144094
BUF,ORF,20082,13730,64500,"Buffalo, New York, USA","Norfolk, Virginia, USA",438,72.63736264,142.2377005,WN,137.7552817
BUF,OAK,20082,13730,65420,"Buffalo, New York, USA","Oakland, California, USA",2298,33.51648352,248.2117049,WN,235.27057
BUF,OKC,20082,13730,65840,"Buffalo, New York, USA","Oklahoma City, Oklahoma, USA",1136,34.28571429,217.033109,DL,208.9033333
BUF,OMA,20082,13730,66060,"Buffalo, New York, USA","Omaha, Nebraska, USA",887,38.02197802,184.3789017,NW,154.2155357
BUF,ONT,20082,13730,66180,"Buffalo, New York, USA","Ontario, California, USA",2173,37.58241758,225.2928363,WN,215.6819005
BUF,MCO,20082,13730,66600,"Buffalo, New York, USA","Orlando, Florida, USA",1011,1347.582418,136.1078504,WN,134.0512012
BUF,PNS,20082,13730,69380,"Buffalo, New York, USA","Pensacola, Florida, USA",978,33.07692308,185.5138538,FL,168.2482857
BUF,PHL,20082,13730,69880,"Buffalo, New York, USA","Philadelphia, Pennsylvania, USA",279,134.6153846,294.2412816,US,298.0667813
BUF,PHX,20082,13730,69980,"Buffalo, New York, USA","Phoenix, Arizona, USA",1912,325.2747253,194.2077432,WN,198.0070779
BUF,PWM,20082,13730,71760,"Buffalo, New York, USA","Portland, Maine, USA",428,21.42857143,180.4285641,US,177.6415
BUF,PDX,20082,13730,71790,"Buffalo, New York, USA","Portland, Oregon, USA",2157,48.79120879,245.0041216,UA,238.8912712
BUF,PVD,20082,13730,73020,"Buffalo, New York, USA","Providence, Rhode Island, USA",383,34.50549451,195.6218471,US,206.372129
BUF,RDU,20082,13730,74830,"Buffalo, New York, USA","Raleigh/Durham, North Carolina, USA",487,154.7252747,145.2880043,US,148.560634
BUF,RNO,20082,13730,75500,"Buffalo, New York, USA","Reno, Nevada, USA",2130,26.81318681,236.987541,WN,225.9297561
BUF,RIC,20082,13730,75820,"Buffalo, New York, USA","Richmond, Virginia, USA",382,43.07692308,144.6765561,US,159.3697059
BUF,ROA,20082,13730,76430,"Buffalo, New York, USA","Roanoke, Virginia, USA",393,10,239.7823077,US,291.1101667
BUF,SMF,20082,13730,77850,"Buffalo, New York, USA","Sacramento, California, USA",2241,50.43956044,244.0505011,WN,257.2205733
BUF,STL,20082,13730,78460,"Buffalo, New York, USA","St. Louis, Missouri, USA",674,83.73626374,193.4250131,WN,205.8218782
BUF,SLC,20082,13730,79070,"Buffalo, New York, USA","Salt Lake City, Utah, USA",1710,67.69230769,240.3645617,DL,247.6896517
BUF,SAT,20082,13730,79360,"Buffalo, New York, USA","San Antonio, Texas, USA",1432,71.20879121,195.3140124,DL,192.8282424
BUF,SAN,20082,13730,79520,"Buffalo, New York, USA","San Diego, California, USA",2196,143.4065934,216.3074483,WN,228.1746705
BUF,SFO,20082,13730,79830,"Buffalo, New York, USA","San Francisco, California, USA",2309,184.3956044,243.7061383,UA,286.7228111
BUF,SJC,20082,13730,80050,"Buffalo, New York, USA","San Jose, California, USA",2293,54.61538462,205.820664,WN,225.888062
BUF,SNA,20082,13730,80650,"Buffalo, New York, USA","Santa Ana, California, USA",2199,46.59340659,266.3776651,UA,250.5152866
BUF,SRQ,20082,13730,82080,"Buffalo, New York, USA","Sarasota/Bradenton, Florida, USA",1093,76.04395604,151.0230491,US,142.3717628
BUF,SAV,20082,13730,82340,"Buffalo, New York, USA","Savannah, Georgia, USA",758,50.32967033,186.5386681,DL,197.6738624
BUF,SEA,20082,13730,82630,"Buffalo, New York, USA","Seattle, Washington, USA",2122,117.5824176,228.272729,UA,237.63
BUF,GEG,20082,13730,85290,"Buffalo, New York, USA","Spokane, Washington, USA",1899,12.85714286,254.6454701,NW,240.8453488
BUF,TLH,20082,13730,87620,"Buffalo, New York, USA","Tallahassee, Florida, USA",919,13.2967033,202.6923141,US,196.9521127
BUF,TPA,20082,13730,87870,"Buffalo, New York, USA","Tampa, Florida, USA",1054,657.6923077,139.8558914,WN,137.0298589
BUF,TUS,20082,13730,91940,"Buffalo, New York, USA","Tucson, Arizona, USA",1905,31.97802198,227.7107217,WN,227.5501064
BUF,TUL,20082,13730,92080,"Buffalo, New York, USA","Tulsa, Oklahoma, USA",1025,26.37362637,229.9635833,NW,191.1543396
BUF,IAD,20082,13730,96460,"Buffalo, New York, USA","Washington, D.C., USA",296,96.04395604,246.9164645,US,272.0734976
BUF,PBI,20082,13730,97160,"Buffalo, New York, USA","West Palm Beach, Florida, USA",1123,165.7142857,140.3993767,US,140.1841593
BUF,ICT,20082,13730,97500,"Buffalo, New York, USA","Wichita, Kansas, USA",1051,14.61538462,217.5157895,UA,201.822
BUF,ILM,20082,13730,97780,"Buffalo, New York, USA","Wilmington, North Carolina, USA",600,25.38461539,158.9022944,US,159.5113366
IFP,DFW,20082,13905,23210,"Bullhead City, Az/Laughlin, Nv, USA","Dallas/Ft.Worth, Texas, USA",1016,16.48351648,134.3939333,SY,134.3939333
IFP,MSP,20082,13905,57970,"Bullhead City, Az/Laughlin, Nv, USA","Minneapolis/St.Paul, Minnesota, USA",1310,59.01098901,139.9065177,SY,139.9583738
BUR,CLT,20082,14070,17960,"Glendale, California, USA","Charlotte, North Carolina, USA",2118,36.26373626,273.6286667,US,310.9313445
BUR,MDW,20082,14070,18500,"Glendale, California, USA","Chicago, Illinois, USA",1740,84.3956044,254.0613802,WN,241.7845301
BUR,CLE,20082,14070,19770,"Glendale, California, USA","Cleveland, Ohio, USA",2043,19.12087912,279.2336207,WN,272.8816981
BUR,COS,20082,14070,20410,"Glendale, California, USA","Colorado Springs, Colorado, USA",822,13.51648352,247.1339024,US,212.8915854
BUR,CMH,20082,14070,20570,"Glendale, California, USA","Columbus, Ohio, USA",1987,60.10989011,242.1334552,WN,239.4856944
BUR,DAL,20082,14070,23210,"Glendale, California, USA","Dallas/Ft.Worth, Texas, USA",1243,447.5824176,223.5574859,AA,221.7701129
BUR,DEN,20082,14070,24090,"Glendale, California, USA","Denver, Colorado, USA",850,179.010989,224.3087968,UA,265.4653308
BUR,DSM,20082,14070,24180,"Glendale, California, USA","Des Moines, Iowa, USA",1436,16.59340659,230.4522517,AA,249.774
BUR,DTW,20082,14070,24260,"Glendale, California, USA","Detroit, Michigan, USA",1969,25.6043956,247.0758369,US,249.6385714
BUR,ELP,20082,14070,26930,"Glendale, California, USA","El Paso, Texas, USA",714,44.17582418,183.8900746,WN,188.0567611
BUR,EUG,20082,14070,27720,"Glendale, California, USA","Eugene, Oregon, USA",732,24.94505495,204.0431718,UA,197.0479762
BUR,FLL,20082,14070,29420,"Glendale, California, USA","Ft. Lauderdale, Florida, USA",2340,31.97802198,239.988488,AA,192.6909333
BUR,BDL,20082,14070,35510,"Glendale, California, USA","Hartford, Ct/Springfield, Ma, USA",2516,26.37362637,264.0062083,WN,250.8081452
BUR,HOU,20082,14070,37320,"Glendale, California, USA","Houston, Texas, USA",1389,68.68131868,240.561856,WN,242.7909742
BUR,IND,20082,14070,38490,"Glendale, California, USA","Indianapolis, Indiana, USA",1805,32.41758242,265.3495932,WN,250.6452761
BUR,JAX,20082,14070,40140,"Glendale, California, USA","Jacksonville, Florida, USA",2149,10,257.3631868,AA,258.3
BUR,MCI,20082,14070,42650,"Glendale, California, USA","Kansas City, Missouri, USA",1354,42.63736264,250.5956186,WN,230.888428
BUR,LAS,20082,14070,48880,"Glendale, California, USA","Las Vegas, Nevada, USA",223,2005.604396,106.9257624,WN,107.7327291
BUR,LIT,20082,14070,50670,"Glendale, California, USA","Little Rock, Arkansas, USA",1488,25.6043956,234.3819313,WN,214.5624845
BUR,ISP,20082,14070,51210,"Glendale, California, USA","Islip/Long Island, New York, USA",2500,12.63736264,213.6146087,WN,214.8397321
BUR,SDF,20082,14070,51510,"Glendale, California, USA","Louisville, Kentucky, USA",1834,24.3956044,252.6942342,WN,234.7082857
BUR,LBB,20082,14070,51640,"Glendale, California, USA","Lubbock, Texas, USA",950,13.18681319,229.7818333,WN,225.5316667
BUR,MHT,20082,14070,53970,"Glendale, California, USA","Manchester, New Hampshire, USA",2576,12.52747253,270.0595614,WN,258.4443564
BUR,MFR,20082,14070,56840,"Glendale, California, USA","Medford, Oregon, USA",615,11.0989011,231.1961386,UA,211.1339683
BUR,MAF,20082,14070,57650,"Glendale, California, USA","Midland/Odessa, Texas, USA",949,10.65934066,240.8291753,WN,248.1511842
BUR,MSP,20082,14070,57970,"Glendale, California, USA","Minneapolis/St.Paul, Minnesota, USA",1523,27.91208791,256.4656693,US,249.9390441
BUR,BNA,20082,14070,62860,"Glendale, California, USA","Nashville, Tennessee, USA",1790,31.42857143,253.0463287,WN,245.5989785
BUR,MSY,20082,14070,63580,"Glendale, California, USA","New Orleans, Louisiana, USA",1668,33.18681319,252.5235431,WN,240.5147134
BUR,LGA,20082,14070,63760,"Glendale, California, USA","New York, New York, USA",2465,902.6373626,248.3630886,B6,246.7975836
BUR,ORF,20082,14070,64500,"Glendale, California, USA","Norfolk, Virginia, USA",2363,13.18681319,260.6936667,WN,234.1649231
BUR,OAK,20082,14070,65420,"Glendale, California, USA","Oakland, California, USA",325,2400.21978,108.1137217,WN,108.094972
BUR,OKC,20082,14070,65840,"Glendale, California, USA","Oklahoma City, Oklahoma, USA",1181,40.98901099,205.9156032,WN,205.2967797
BUR,OMA,20082,14070,66060,"Glendale, California, USA","Omaha, Nebraska, USA",1319,57.8021978,193.1564449,WN,183.6020767
BUR,MCO,20082,14070,66600,"Glendale, California, USA","Orlando, Florida, USA",2214,50.21978022,264.4877899,WN,226.5151149
BUR,PHL,20082,14070,69880,"Glendale, California, USA","Philadelphia, Pennsylvania, USA",2392,63.18681319,265.9038261,WN,243.1255189
BUR,PHX,20082,14070,69980,"Glendale, California, USA","Phoenix, Arizona, USA",369,1320,103.040348,WN,103.4140267
BUR,PIT,20082,14070,70470,"Glendale, California, USA","Pittsburgh, Pennsylvania, USA",2126,35.6043956,268.6895988,WN,229.4776761
BUR,PDX,20082,14070,71790,"Glendale, California, USA","Portland, Oregon, USA",817,454.7252747,167.1348308,AS,168.1473201
BUR,PVD,20082,14070,73020,"Glendale, California, USA","Providence, Rhode Island, USA",2582,11.53846154,277.8627619,WN,261.6286316
BUR,RDU,20082,14070,74830,"Glendale, California, USA","Raleigh/Durham, North Carolina, USA",2232,45.71428571,231.3778606,WN,229.2401358
BUR,RNO,20082,14070,75500,"Glendale, California, USA","Reno, Nevada, USA",374,160.989011,120.1143072,WN,120.5928006
BUR,RIC,20082,14070,75820,"Glendale, California, USA","Richmond, Virginia, USA",2297,10.76923077,292.3609184,AA,275.2784746
BUR,ROC,20082,14070,76620,"Glendale, California, USA","Rochester, New York, USA",2261,10.76923077,272.7177551,B6,270.3440244
BUR,SMF,20082,14070,77850,"Glendale, California, USA","Sacramento, California, USA",358,1541.208791,102.5883066,WN,102.4631542
BUR,STL,20082,14070,78460,"Glendale, California, USA","St. Louis, Missouri, USA",1584,45.71428571,277.1459135,WN,251.9496833
BUR,SLC,20082,14070,79070,"Glendale, California, USA","Salt Lake City, Utah, USA",574,480.4395604,106.2097187,DL,104.0190368
BUR,SAT,20082,14070,79360,"Glendale, California, USA","San Antonio, Texas, USA",1211,46.15384615,219.6121191,WN,213.8997436
BUR,SFO,20082,14070,79830,"Glendale, California, USA","San Francisco, California, USA",326,240.4395604,220.8593602,UA,220.8960559
BUR,SJC,20082,14070,80050,"Glendale, California, USA","San Jose, California, USA",296,1247.142857,106.0038144,WN,106.0053591
BUR,SEA,20082,14070,82630,"Glendale, California, USA","Seattle, Washington, USA",937,732.3076923,168.9361615,AS,170.567953
BUR,GEG,20082,14070,85290,"Glendale, California, USA","Spokane, Washington, USA",927,66.04395604,183.6194676,WN,174.6742308
BUR,TPA,20082,14070,87870,"Glendale, California, USA","Tampa, Florida, USA",2155,38.68131868,257.5933239,WN,247.7767808
BUR,TUS,20082,14070,91940,"Glendale, California, USA","Tucson, Arizona, USA",453,38.24175824,142.3259483,WN,137.8056035
BUR,TUL,20082,14070,92080,"Glendale, California, USA","Tulsa, Oklahoma, USA",1276,36.48351648,212.0331928,WN,206.5298131
BUR,IAD,20082,14070,96460,"Glendale, California, USA","Washington, D.C., USA",2302,173.8461539,213.6091467,B6,192.0626566
BUR,ICT,20082,14070,97500,"Glendale, California, USA","Wichita, Kansas, USA",1195,10,266.5723077,AA,227.4743243
BTV,CHS,20082,14210,17900,"Burlington, Vermont, USA","Charleston, South Carolina, USA",880,26.92307692,183.3891837,US,187.2356579
BTV,CLT,20082,14210,17960,"Burlington, Vermont, USA","Charlotte, North Carolina, USA",761,97.03296703,150.5591733,US,151.052782
BTV,ORD,20082,14210,18500,"Burlington, Vermont, USA","Chicago, Illinois, USA",763,108.7912088,260.7292323,UA,339.4884805
BTV,CVG,20082,14210,19270,"Burlington, Vermont, USA","Cincinnati, Ohio, USA",702,14.83516484,319.1377778,DL,275.5501587
BTV,CLE,20082,14210,19770,"Burlington, Vermont, USA","Cleveland, Ohio, USA",489,31.75824176,251.2140138,CO,249.9681019
BTV,CMH,20082,14210,20570,"Burlington, Vermont, USA","Columbus, Ohio, USA",586,22.08791209,163.3229353,US,169.191875
BTV,DFW,20082,14210,23210,"Burlington, Vermont, USA","Dallas/Ft.Worth, Texas, USA",1510,40.76923077,336.3139353,US,442.629759
BTV,DAY,20082,14210,23680,"Burlington, Vermont, USA","Dayton, Ohio, USA",649,14.50549451,214.6733333,US,295.8237838
BTV,DEN,20082,14210,24090,"Burlington, Vermont, USA","Denver, Colorado, USA",1639,92.63736264,222.4768327,UA,222.8538798
BTV,DTW,20082,14210,24260,"Burlington, Vermont, USA","Detroit, Michigan, USA",536,43.07692308,260.3080102,NW,269.4684512
BTV,FLL,20082,14210,29420,"Burlington, Vermont, USA","Ft. Lauderdale, Florida, USA",1328,117.6923077,165.9067414,B6,164.6531937
BTV,RSW,20082,14210,29540,"Burlington, Vermont, USA","Ft. Myers, Florida, USA",1326,75.71428571,185.7603628,B6,184.8424744
BTV,IAH,20082,14210,37320,"Burlington, Vermont, USA","Houston, Texas, USA",1585,39.23076923,228.5857423,CO,224.8220652
BTV,IND,20082,14210,38490,"Burlington, Vermont, USA","Indianapolis, Indiana, USA",749,30.65934066,186.2476344,US,215.725122
BTV,JAX,20082,14210,40140,"Burlington, Vermont, USA","Jacksonville, Florida, USA",1071,49.34065934,176.3319599,US,168.904
BTV,MCI,20082,14210,42650,"Burlington, Vermont, USA","Kansas City, Missouri, USA",1164,24.72527473,270.4149333,UA,237.3563736
BTV,LAS,20082,14210,48880,"Burlington, Vermont, USA","Las Vegas, Nevada, USA",2267,65.16483517,244.5395616,UA,236.0553271
BTV,LGB,20082,14210,51200,"Burlington, Vermont, USA","Long Beach, California, USA",2492,12.96703297,262.3551695,B6,263.5007759
BTV,LAX,20082,14210,51410,"Burlington, Vermont, USA","Los Angeles, California, USA",2500,65.27472528,284.9795118,UA,313.5430714
BTV,MIA,20082,14210,57560,"Burlington, Vermont, USA","Miami, Florida, USA",1348,10.54945055,223.6996875,US,239.1014286
BTV,MKE,20082,14210,57850,"Burlington, Vermont, USA","Milwaukee, Wisconsin, USA",745,23.84615385,166.9712903,CO,165.8451191
BTV,MSP,20082,14210,57970,"Burlington, Vermont, USA","Minneapolis/St.Paul, Minnesota, USA",986,42.74725275,368.9508226,NW,413.4349664
BTV,BNA,20082,14210,62860,"Burlington, Vermont, USA","Nashville, Tennessee, USA",916,29.89010989,178.4713971,US,181.1271569
BTV,MSY,20082,14210,63580,"Burlington, Vermont, USA","New Orleans, Louisiana, USA",1368,32.1978022,198.0191468,US,200.89625
BTV,LGA,20082,14210,63760,"Burlington, Vermont, USA","New York, New York, USA",267,381.4285714,129.872809,B6,116.7188843
BTV,OAK,20082,14210,65420,"Burlington, Vermont, USA","Oakland, California, USA",2564,13.40659341,270.6387705,B6,250.8925893
BTV,MCO,20082,14210,66600,"Burlington, Vermont, USA","Orlando, Florida, USA",1195,314.2857143,162.2474161,B6,161.1521
BTV,PHL,20082,14210,69880,"Burlington, Vermont, USA","Philadelphia, Pennsylvania, USA",336,49.56043956,294.1727273,US,295.7780813
BTV,PHX,20082,14210,69980,"Burlington, Vermont, USA","Phoenix, Arizona, USA",2203,70.32967033,243.6294844,UA,257.0565865
BTV,PIT,20082,14210,70470,"Burlington, Vermont, USA","Pittsburgh, Pennsylvania, USA",454,42.1978022,164.661849,US,174.4126749
BTV,PDX,20082,14210,71790,"Burlington, Vermont, USA","Portland, Oregon, USA",2383,38.13186813,254.9787896,UA,307.7646018
BTV,RDU,20082,14210,74830,"Burlington, Vermont, USA","Raleigh/Durham, North Carolina, USA",663,78.9010989,151.7351254,US,153.3265181
BTV,RIC,20082,14210,75820,"Burlington, Vermont, USA","Richmond, Virginia, USA",528,39.78021978,147.9158011,US,155.3380723
BTV,SMF,20082,14210,77850,"Burlington, Vermont, USA","Sacramento, California, USA",2504,18.57142857,249.4091716,UA,254.1487255
BTV,STL,20082,14210,78460,"Burlington, Vermont, USA","St. Louis, Missouri, USA",972,22.41758242,230.984951,UA,235.894375
BTV,SLC,20082,14210,79070,"Burlington, Vermont, USA","Salt Lake City, Utah, USA",1976,34.17582418,237.8673955,DL,236.66848
BTV,SAT,20082,14210,79360,"Burlington, Vermont, USA","San Antonio, Texas, USA",1726,12.96703297,321.7119492,CO,249.7897619
BTV,SAN,20082,14210,79520,"Burlington, Vermont, USA","San Diego, California, USA",2483,44.94505495,259.6354279,UA,264.6689744
BTV,SFO,20082,14210,79830,"Burlington, Vermont, USA","San Francisco, California, USA",2575,85.16483517,256.1878065,UA,281.891301
BTV,SJC,20082,14210,80050,"Burlington, Vermont, USA","San Jose, California, USA",2561,20.32967033,304.1197297,UA,338.7136083
BTV,SRQ,20082,14210,82080,"Burlington, Vermont, USA","Sarasota/Bradenton, Florida, USA",1288,21.0989011,168.6727083,B6,177.1286585
BTV,SAV,20082,14210,82340,"Burlington, Vermont, USA","Savannah, Georgia, USA",956,12.41758242,209.8749558,CO,185.960303
BTV,SEA,20082,14210,82630,"Burlington, Vermont, USA","Seattle, Washington, USA",2337,58.24175824,250.6721132,UA,301.1565241
BTV,TPA,20082,14210,87870,"Burlington, Vermont, USA","Tampa, Florida, USA",1251,115.4945055,159.8746051,B6,151.6226593
BTV,TUS,20082,14210,91940,"Burlington, Vermont, USA","Tucson, Arizona, USA",2200,15.6043956,272.4205634,UA,282.9801887
BTV,IAD,20082,14210,96460,"Burlington, Vermont, USA","Washington, D.C., USA",442,126.9230769,266.7985022,US,318.5260056
BTV,PBI,20082,14210,97160,"Burlington, Vermont, USA","West Palm Beach, Florida, USA",1286,68.13186813,178.304129,B6,183.5226163
BTV,ILM,20082,14210,97780,"Burlington, Vermont, USA","Wilmington, North Carolina, USA",748,14.72527473,158.5329851,US,153.4693701
BTM,SEA,20082,14390,82630,"Butte, Montana, USA","Seattle, Washington, USA",477,17.03296703,205.5339355,AS,206.2225175
CLD,LAX,20082,16580,51410,"Carlsbad, California, USA","Los Angeles, California, USA",86,11.42857143,110.01125,UA,110.01125
CLD,SFO,20082,16580,79830,"Carlsbad, California, USA","San Francisco, California, USA",422,12.1978022,127.6228829,UA,124.484486
CLD,IAD,20082,16580,96460,"Carlsbad, California, USA","Washington, D.C., USA",2271,10.98901099,309.8566,UA,305.8106186
CPR,ORD,20082,16940,18500,"Casper, Wyoming, USA","Chicago, Illinois, USA",959,10.32967033,284.2721277,UA,288.66825
CPR,DFW,20082,16940,23210,"Casper, Wyoming, USA","Dallas/Ft.Worth, Texas, USA",860,11.0989011,377.9884158,UA,375.434125
CPR,DEN,20082,16940,24090,"Casper, Wyoming, USA","Denver, Colorado, USA",230,16.48351648,340.4727333,UA,340.4727333
CPR,IAH,20082,16940,37320,"Casper, Wyoming, USA","Houston, Texas, USA",1105,18.57142857,470.102426,UA,453.78016
CPR,LAS,20082,16940,48880,"Casper, Wyoming, USA","Las Vegas, Nevada, USA",661,10.76923077,252.925102,DL,234.3871212
CPR,MSP,20082,16940,57970,"Casper, Wyoming, USA","Minneapolis/St.Paul, Minnesota, USA",674,13.84615385,248.881746,NW,240.3649533
CPR,SLC,20082,16940,79070,"Casper, Wyoming, USA","Salt Lake City, Utah, USA",320,23.07692308,247.8136667,DL,247.7862019
CID,CLT,20082,17470,17960,"Cedar Rapids/Iowa City, Iowa, USA","Charlotte, North Carolina, USA",742,20.54945055,244.6081818,NW,198.0473684
CID,ORD,20082,17470,18500,"Cedar Rapids/Iowa City, Iowa, USA","Chicago, Illinois, USA",196,55.4945055,270.9690495,AA,251.4488476
CID,CVG,20082,17470,19270,"Cedar Rapids/Iowa City, Iowa, USA","Cincinnati, Ohio, USA",419,25.27472528,378.5169565,DL,365.7681043
CID,CLE,20082,17470,19770,"Cedar Rapids/Iowa City, Iowa, USA","Cleveland, Ohio, USA",511,21.64835165,187.2122843,UA,182.137561
CID,CMH,20082,17470,20570,"Cedar Rapids/Iowa City, Iowa, USA","Columbus, Ohio, USA",480,21.75824176,183.2063131,AA,212.1701429
CID,DFW,20082,17470,23210,"Cedar Rapids/Iowa City, Iowa, USA","Dallas/Ft.Worth, Texas, USA",685,106.4835165,288.7869866,AA,290.1275961
CID,DAY,20082,17470,23680,"Cedar Rapids/Iowa City, Iowa, USA","Dayton, Ohio, USA",415,10,212.0701099,UA,213.0995238
CID,DEN,20082,17470,24090,"Cedar Rapids/Iowa City, Iowa, USA","Denver, Colorado, USA",692,56.7032967,329.4812985,UA,336.3608482
CID,DTW,20082,17470,24260,"Cedar Rapids/Iowa City, Iowa, USA","Detroit, Michigan, USA",431,35.27472528,398.3539875,NW,411.9373455
CID,FLL,20082,17470,29420,"Cedar Rapids/Iowa City, Iowa, USA","Ft. Lauderdale, Florida, USA",1273,18.24175824,278.713494,AA,272.7336923
CID,RSW,20082,17470,29540,"Cedar Rapids/Iowa City, Iowa, USA","Ft. Myers, Florida, USA",1200,15.6043956,249.976338,AA,209.9542105
CID,BDL,20082,17470,35510,"Cedar Rapids/Iowa City, Iowa, USA","Hartford, Ct/Springfield, Ma, USA",979,12.30769231,269.9194643,DL,274.1645946
CID,IAH,20082,17470,37320,"Cedar Rapids/Iowa City, Iowa, USA","Houston, Texas, USA",867,37.47252747,273.1492669,AA,261.99445
CID,IND,20082,17470,38490,"Cedar Rapids/Iowa City, Iowa, USA","Indianapolis, Indiana, USA",321,13.95604396,178.6862992,AA,182.6376623
CID,JAX,20082,17470,40140,"Cedar Rapids/Iowa City, Iowa, USA","Jacksonville, Florida, USA",964,11.97802198,258.5625688,DL,286.52825
CID,LAS,20082,17470,48880,"Cedar Rapids/Iowa City, Iowa, USA","Las Vegas, Nevada, USA",1320,212.8571429,160.4812803,G4,143.076857
CID,LAX,20082,17470,51410,"Cedar Rapids/Iowa City, Iowa, USA","Los Angeles, California, USA",1551,50.54945055,299.794587,AA,282.0956291
CID,SDF,20082,17470,51510,"Cedar Rapids/Iowa City, Iowa, USA","Louisville, Kentucky, USA",407,12.96703297,208.8063559,AA,222.9538636
CID,MIA,20082,17470,57560,"Cedar Rapids/Iowa City, Iowa, USA","Miami, Florida, USA",1286,14.3956044,309.7037405,AA,308.7417708
CID,MSP,20082,17470,57970,"Cedar Rapids/Iowa City, Iowa, USA","Minneapolis/St.Paul, Minnesota, USA",221,32.52747253,359.2879392,NW,358.8867918
CID,BNA,20082,17470,62860,"Cedar Rapids/Iowa City, Iowa, USA","Nashville, Tennessee, USA",480,27.03296703,190.9900407,AA,174.557933
CID,MSY,20082,17470,63580,"Cedar Rapids/Iowa City, Iowa, USA","New Orleans, Louisiana, USA",824,15.71428571,245.5943357,AA,222.1160377
CID,LGA,20082,17470,63760,"Cedar Rapids/Iowa City, Iowa, USA","New York, New York, USA",936,104.6153846,226.6721219,AA,223.8920904
CID,ORF,20082,17470,64500,"Cedar Rapids/Iowa City, Iowa, USA","Norfolk, Virginia, USA",897,13.07692308,265.6256303,NW,282.3655814
CID,OAK,20082,17470,65420,"Cedar Rapids/Iowa City, Iowa, USA","Oakland, California, USA",1640,10.65934066,276.1836083,UA,287.2001351
CID,ONT,20082,17470,66180,"Cedar Rapids/Iowa City, Iowa, USA","Ontario, California, USA",1507,12.96703297,307.8119492,AA,308.2528333
CID,MCO,20082,17470,66600,"Cedar Rapids/Iowa City, Iowa, USA","Orlando, Florida, USA",1096,47.25274725,246.9365581,AA,222.8295333
CID,PHL,20082,17470,69880,"Cedar Rapids/Iowa City, Iowa, USA","Philadelphia, Pennsylvania, USA",872,42.1978022,253.1052344,UA,253.2612587
CID,PHX,20082,17470,69980,"Cedar Rapids/Iowa City, Iowa, USA","Phoenix, Arizona, USA",1252,151.6483517,177.0034348,G4,140.5753102
CID,PIT,20082,17470,70470,"Cedar Rapids/Iowa City, Iowa, USA","Pittsburgh, Pennsylvania, USA",605,16.15384615,195.7976191,UA,200.9992727
CID,PDX,20082,17470,71790,"Cedar Rapids/Iowa City, Iowa, USA","Portland, Oregon, USA",1557,18.68131868,347.0027647,NW,347.9836487
CID,PVD,20082,17470,73020,"Cedar Rapids/Iowa City, Iowa, USA","Providence, Rhode Island, USA",1045,12.52747253,253.7689474,NW,227.9064615
CID,RDU,20082,17470,74830,"Cedar Rapids/Iowa City, Iowa, USA","Raleigh/Durham, North Carolina, USA",810,29.23076923,194.6930827,AA,175.7416832
CID,RIC,20082,17470,75820,"Cedar Rapids/Iowa City, Iowa, USA","Richmond, Virginia, USA",823,10.98901099,232.0046,UA,216.9265957
CID,SMF,20082,17470,77850,"Cedar Rapids/Iowa City, Iowa, USA","Sacramento, California, USA",1586,12.1978022,340.6369369,UA,345.5376191
CID,SLC,20082,17470,79070,"Cedar Rapids/Iowa City, Iowa, USA","Salt Lake City, Utah, USA",1054,19.12087912,356.546092,UA,365.7437975
CID,SAT,20082,17470,79360,"Cedar Rapids/Iowa City, Iowa, USA","San Antonio, Texas, USA",932,31.75824176,233.2757093,AA,227.2567521
CID,SAN,20082,17470,79520,"Cedar Rapids/Iowa City, Iowa, USA","San Diego, California, USA",1531,50.54945055,272.5478696,AA,266.0260417
CID,SFB,20082,17470,79812,"Cedar Rapids/Iowa City, Iowa, USA","Sanford, Florida, USA",1078,78.68131868,111.7586592,G4,111.7586592
CID,SFO,20082,17470,79830,"Cedar Rapids/Iowa City, Iowa, USA","San Francisco, California, USA",1650,39.23076923,308.8640616,UA,327.3040854
CID,SJC,20082,17470,80050,"Cedar Rapids/Iowa City, Iowa, USA","San Jose, California, USA",1633,15.71428571,340.3141958,AA,343.6962353
CID,SNA,20082,17470,80650,"Cedar Rapids/Iowa City, Iowa, USA","Santa Ana, California, USA",1532,28.68131868,334.0564751,AA,321.2881013
