ocityname,dcityname,tbl,quart,origincity,destcity,distance,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,numrecs,orgapt,desapt
"Amarillo, TX","Sacramento, CA",Table 6,20113,30279,33192,1124,12.7173913,267.0459829,WN,68.37606838,269.256875,UA,17.09401709,226.808,558,AMA,SMF
"Amarillo, TX","Tampa, FL",Table 6,20113,30279,33195,1233,10.65217391,285.7268367,WN,43.87755102,271.1213954,WN,43.87755102,271.1213954,559,AMA,TPA
"Amarillo, TX","Kansas City, MO",Table 6,20113,30279,33198,477,20.2173913,260.1740323,WN,76.88172043,266.0156643,AA,19.35483871,259.6425,560,AMA,MCI
"Amarillo, TX","San Antonio, TX",Table 6,20113,30279,33214,435,65.43478261,193.7878405,WN,81.39534884,192.4828163,WN,81.39534884,192.4828163,561,AMA,SAT
"Amarillo, TX","New Orleans, LA",Table 6,20113,30279,33495,758,18.80434783,256.1528324,WN,59.53757225,267.2526214,AA,16.1849711,232.3232143,562,AMA,MSY
"Amarillo, TX","San Diego, CA",Table 6,20113,30279,33570,904,22.7173913,262.4931101,WN,62.20095694,269.4715385,WN,62.20095694,269.4715385,563,AMA,SAN
"Amarillo, TX","Portland, OR",Table 6,20113,30279,34057,1308,14.13043478,272.3472308,WN,52.30769231,269.9877941,UA,25.38461539,234.6242424,564,AMA,PDX
"Amarillo, TX","Philadelphia, PA",Table 6,20113,30279,34100,1482,12.2826087,315.4666372,CO,30.97345133,347.5691429,WN,30.97345133,290.0617143,565,AMA,PHL
"Amarillo, TX","Salt Lake City, UT",Table 6,20113,30279,34614,679,12.5,259.098,WN,47.82608696,283.4209091,UA,27.82608696,202.9578125,566,AMA,SLC
"Durango, CO",Dallas/Fort Worth Area 4/,Table 6,20113,30285,30194,674,54.7826087,229.7619246,AA,36.11111111,219.8477473,F9,21.03174603,198.4177359,567,DRO,DFW
"Durango, CO","Denver, CO",Table 6,20113,30285,30325,251,150.5434783,168.9637834,UA,48.23104693,202.2370958,F9,45.84837545,133.1440158,568,DRO,DEN
"Durango, CO","Atlanta, GA",Table 6,20113,30285,30397,1335,16.84782609,261.5311613,F9,58.06451613,216.5886667,F9,58.06451613,216.5886667,569,DRO,ATL
"Durango, CO","Austin, TX",Table 6,20113,30285,30423,753,24.45652174,202.1548444,F9,47.11111111,174.8470755,F9,47.11111111,174.8470755,570,DRO,AUS
"Durango, CO","Phoenix, AZ",Table 6,20113,30285,30466,351,38.80434783,171.1681513,US,94.11764706,170.2425,F9,2.801120448,150.955,571,DRO,PHX
"Durango, CO","Seattle, WA",Table 6,20113,30285,30559,1027,21.84782609,258.0135323,F9,45.27363184,246.0664835,F9,45.27363184,246.0664835,572,DRO,SEA
"Durango, CO",Boston/Providence/Manchester Area 4/,Table 6,20113,30285,30721,1974,13.47826087,326.761371,UA,47.58064516,343.7252542,CO,14.51612903,311.0061111,573,DRO,BOS
"Durango, CO",Baltimore/Washington Area 4/,Table 6,20113,30285,30852,1673,22.2826087,292.088439,UA,42.92682927,297.8842046,F9,20.97560976,220.3781395,574,DRO,WAS
"Durango, CO",Chicago Area 4/,Table 6,20113,30285,30977,1113,38.47826087,247.4566949,F9,39.5480226,182.9336429,F9,39.5480226,182.9336429,575,DRO,CHI
"Durango, CO","St. Louis, MO",Table 6,20113,30285,31123,954,11.52173913,251.4816038,UA,45.28301887,280.4960417,F9,32.0754717,193.5302941,576,DRO,STL
"Durango, CO","Detroit, MI",Table 6,20113,30285,31295,1342,12.06521739,283.3445946,F9,60.36036036,233.1813433,F9,60.36036036,233.1813433,577,DRO,DTW
"Durango, CO","Houston, TX",Table 6,20113,30285,31453,886,56.19565217,258.3172534,F9,34.81624758,176.5060556,F9,34.81624758,176.5060556,578,DRO,IAH
"Durango, CO","Orlando, FL",Table 6,20113,30285,31454,1646,11.19565217,274.3925243,F9,34.95145631,252.4683333,F9,34.95145631,252.4683333,579,DRO,MCO
"Durango, CO","Minneapolis, MN",Table 6,20113,30285,31650,926,21.95652174,217.3828713,F9,50.99009901,184.3157282,F9,50.99009901,184.3157282,580,DRO,MSP
"Durango, CO",New York Area 4/,Table 6,20113,30285,31703,1836,25.10869565,344.5780952,UA,39.82683983,358.4029348,CO,16.45021645,319.2271053,581,DRO,NYC
"Durango, CO","Las Vegas, NV",Table 6,20113,30285,32211,418,13.47826087,212.7220161,US,38.70967742,204.785,US,38.70967742,204.785,582,DRO,LAS
"Durango, CO",San Fran./Oakland Area 4/,Table 6,20113,30285,32457,804,23.36956522,237.3041861,F9,36.74418605,214.25,F9,36.74418605,214.25,583,DRO,SFO
"Durango, CO","Santa Ana, CA",Table 6,20113,30285,32575,639,34.02173913,230.904984,UA,33.22683706,258.3805769,F9,18.53035144,192.1024138,584,DRO,SNA
"Durango, CO","Kansas City, MO",Table 6,20113,30285,33198,724,15.54347826,185.6043357,F9,72.02797203,153.7375728,F9,72.02797203,153.7375728,585,DRO,MCI
"Durango, CO","San Antonio, TX",Table 6,20113,30285,33214,750,12.17391304,197.0733036,F9,41.07142857,178.3508696,F9,41.07142857,178.3508696,586,DRO,SAT
"Durango, CO","Milwaukee, WI",Table 6,20113,30285,33342,1123,11.19565217,218.6196117,F9,77.66990291,216.92025,UA,12.62135922,166.8,587,DRO,MKE
"Durango, CO","San Diego, CA",Table 6,20113,30285,33570,616,17.2826087,208.8472327,US,44.65408805,178.3112676,US,44.65408805,178.3112676,588,DRO,SAN
"Durango, CO","Oklahoma City, OK",Table 6,20113,30285,33851,579,10.2173913,253.223617,F9,43.61702128,217.6529268,F9,43.61702128,217.6529268,589,DRO,OKC
"Durango, CO","Portland, OR",Table 6,20113,30285,34057,964,16.41304348,232.010596,F9,39.07284768,215.9147458,F9,39.07284768,215.9147458,590,DRO,PDX
"Denver, CO",Dallas/Fort Worth Area 4/,Table 6,20113,30325,30194,651,2165.108696,172.8524504,AA,42.11556805,176.0772679,F9,29.9864451,153.7914616,591,DEN,DAL
"Denver, CO","Aspen, CO",Table 6,20113,30325,30372,125,83.58695652,204.8308323,UA,53.83615085,247.0578744,F9,43.04291287,153.9331118,592,DEN,ASE
"Denver, CO","Atlanta, GA",Table 6,20113,30325,30397,1199,1559.565217,175.9101352,DL,44.76582102,186.9390627,F9,21.34095344,150.0953037,593,DEN,ATL
"Denver, CO","Appleton, WI",Table 6,20113,30325,30408,883,26.19565217,244.2170954,DL,46.05809129,226.410991,F9,15.3526971,210.3167568,594,DEN,ATW
"Denver, CO","Austin, TX",Table 6,20113,30325,30423,775,1035.869565,135.4009433,WN,44.28121721,127.4594265,F9,38.41552991,120.0291287,595,DEN,AUS
"Denver, CO","Mosinee, WI",Table 6,20113,30325,30424,839,18.15217391,272.6831737,DL,70.05988024,262.5020513,DL,70.05988024,262.5020513,596,DEN,CWA
"Denver, CO","Asheville, NC",Table 6,20113,30325,30431,1248,58.15217391,235.1771028,DL,57.57009346,213.6801299,DL,57.57009346,213.6801299,597,DEN,AVL
"Denver, CO","Scranton/Wilkes-Barre, PA",Table 6,20113,30325,30434,1519,32.7173913,265.5317276,US,34.2192691,302.5439806,DL,20.26578073,203.4562295,598,DEN,AVP
"Denver, CO","Tucson, AZ",Table 6,20113,30325,30436,639,525.2173913,109.2460182,WN,46.68874172,99.39420656,F9,25.93129139,94.3712929,599,DEN,TUS
"Denver, CO","Phoenix, AZ",Table 6,20113,30325,30466,602,2414.891304,118.3463402,WN,51.08700545,117.0775841,F9,18.76490975,105.410012,600,DEN,PHX
"Denver, CO","Kalamazoo, MI",Table 6,20113,30325,30469,1010,15.54347826,248.4826573,DL,67.83216783,258.4642268,AA,30.76923077,227.9177273,601,DEN,AZO
"Denver, CO","Shreveport, LA",Table 6,20113,30325,30476,792,36.95652174,295.1515882,AA,66.47058824,271.5644248,AA,66.47058824,271.5644248,602,DEN,SHV
"Denver, CO","Hartford, CT",Table 6,20113,30325,30529,1671,461.8478261,212.1492069,WN,55.61308543,194.5922345,DL,18.21605084,193.7817184,603,DEN,BDL
"Denver, CO","Seattle, WA",Table 6,20113,30325,30559,1024,2190.869565,179.3112909,F9,33.02738639,162.4473381,F9,33.02738639,162.4473381,604,DEN,SEA
"Denver, CO","Bakersfield, CA",Table 6,20113,30325,30561,845,37.60869565,263.673237,UA,57.80346821,280.03535,US,35.83815029,243.7601613,605,DEN,BFL
"Denver, CO","Mobile, AL",Table 6,20113,30325,30562,1121,32.06521739,230.2828475,DL,35.93220339,249.0763208,AA,21.3559322,199.1855556,606,DEN,MOB
"Denver, CO","Binghamton, NY",Table 6,20113,30325,30577,1501,28.91304348,254.4218797,UA,38.72180451,297.7652427,US,19.54887218,200.7598077,607,DEN,BGM
"Denver, CO","Bangor, ME",Table 6,20113,30325,30581,1852,24.67391304,303.2113656,US,63.87665198,326.1049655,DL,29.07488987,243.0480303,608,DEN,BGR
"Denver, CO","Birmingham, AL",Table 6,20113,30325,30599,1083,121.4130435,259.3983348,UA,38.85407341,268.9570507,WN,33.21396598,246.8567116,609,DEN,BHM
"Denver, CO","El Paso, TX",Table 6,20113,30325,30615,563,163.0434783,195.9318333,UA,59.46666667,196.54,WN,24.06666667,190.974626,610,DEN,ELP
"Denver, CO","Billings, MT",Table 6,20113,30325,30620,455,170.7608696,182.8287333,UA,62.88987906,194.6875101,F9,30.42647995,154.0903766,611,DEN,BIL
"Denver, CO","Bismarck/Mandan, ND",Table 6,20113,30325,30627,516,66.52173913,340.1308333,UA,84.80392157,338.6701734,CO,8.169934641,326.3746,612,DEN,BIS
"Denver, CO","Branson, MO",Table 6,20113,30325,30643,665,78.47826087,153.7996537,F9,98.33795014,153.6040423,F9,98.33795014,153.6040423,613,DEN,BKG
"Denver, CO",Cleveland/Akron Area 4/,Table 6,20113,30325,30647,1224,577.5,236.5322868,F9,42.34895539,187.16392,F9,42.34895539,187.16392,614,DEN,CLE
"Denver, CO","Bellingham, WA",Table 6,20113,30325,30666,1075,18.04347826,263.3412048,AS,67.46987952,248.1971429,AS,67.46987952,248.1971429,615,DEN,BLI
"Denver, CO","Bloomington/Normal, IL",Table 6,20113,30325,30685,834,26.30434783,218.2266116,DL,43.38842975,213.2792381,FL,14.46280992,209.7014286,616,DEN,BMI
"Denver, CO","Nashville, TN",Table 6,20113,30325,30693,1014,674.4565217,182.0992135,WN,49.84689766,182.1982283,F9,38.5012087,160.6187066,617,DEN,BNA
"Denver, CO","Boise, ID",Table 6,20113,30325,30713,649,387.2826087,141.8719618,WN,37.3280943,131.5505263,F9,22.22845916,114.604154,618,DEN,BOI
"Denver, CO",Boston/Providence/Manchester Area 4/,Table 6,20113,30325,30721,1754,1976.304348,233.3981603,WN,36.1401386,190.8033115,WN,36.1401386,190.8033115,619,DEN,PVD
"Denver, CO","Baton Rouge, LA",Table 6,20113,30325,30781,998,35.97826087,205.2330212,CO,33.2326284,192.6897273,CO,33.2326284,192.6897273,620,DEN,BTR
"Denver, CO","Burlington, VT",Table 6,20113,30325,30785,1639,85.76086957,318.9815336,UA,41.44486692,320.1703058,B6,12.80101394,267.8473267,621,DEN,BTV
"Denver, CO","Buffalo, NY",Table 6,20113,30325,30792,1359,218.1521739,246.8131241,WN,36.57199801,238.9103134,DL,20.37867464,217.441956,622,DEN,BUF
"Denver, CO","Bozeman, MT",Table 6,20113,30325,30849,524,158.1521739,182.1536289,UA,46.87285223,197.4916276,F9,46.59793814,163.4863864,623,DEN,BZN
"Denver, CO",Baltimore/Washington Area 4/,Table 6,20113,30325,30852,1491,2889.021739,259.0784495,WN,35.77260243,198.9553986,WN,35.77260243,198.9553986,624,DEN,WAS
"Denver, CO","Columbia, SC",Table 6,20113,30325,30868,1362,51.63043478,268.4608,DL,40.42105263,262.5606771,CO,11.36842105,259.7337037,625,DEN,CAE
"Denver, CO","Wichita, KS",Table 6,20113,30325,30928,420,195.2173913,146.5338196,UA,58.79732739,154.4243655,F9,33.18485523,120.6210067,626,DEN,ICT
"Denver, CO",Chicago Area 4/,Table 6,20113,30325,30977,895,3057.173913,188.9145862,WN,31.20600156,165.9871892,F9,21.55301145,138.7880007,627,DEN,CHI
"Denver, CO","Chattanooga, TN",Table 6,20113,30325,30980,1118,26.30434783,239.418719,DL,66.94214876,226.6331482,DL,66.94214876,226.6331482,628,DEN,CHA
"Denver, CO","Charlottesville, VA",Table 6,20113,30325,30990,1411,30.43478261,270.0701429,US,45.71428571,266.3724219,AA,11.78571429,228.8160606,629,DEN,CHO
"Denver, CO","Charleston, SC",Table 6,20113,30325,30994,1449,128.9130435,247.9128668,DL,45.95278246,234.4126422,DL,45.95278246,234.4126422,630,DEN,CHS
"Denver, CO","Cedar Rapids/Iowa City, IA",Table 6,20113,30325,31003,692,69.89130435,264.4766096,UA,86.6251944,264.2765709,CO,4.976671851,239.1325,631,DEN,CID
"Denver, CO","College Station/Bryan, TX",Table 6,20113,30325,31049,793,10.2173913,232.4092553,AA,52.12765957,200.5818367,AA,52.12765957,200.5818367,632,DEN,CLL
"Denver, CO","Charlotte, NC",Table 6,20113,30325,31057,1337,393.4782609,296.0208177,US,45.91160221,342.2566667,DL,25.11049724,228.6273267,633,DEN,CLT
"Denver, CO","Columbus, OH",Table 6,20113,30325,31066,1154,407.5,219.2758736,UA,44.70525474,237.8373807,WN,39.26380368,192.0816372,634,DEN,CMH
"Denver, CO","Champaign/Urbana, IL",Table 6,20113,30325,31067,869,11.30434783,260.1511539,AA,95.19230769,257.5706061,AA,95.19230769,257.5706061,635,DEN,CMI
"Denver, CO","Cody, WY",Table 6,20113,30325,31097,391,13.80434783,255.786378,UA,89.76377953,254.1133333,DL,8.661417323,193.2690909,636,DEN,COD
"Denver, CO","Casper, WY",Table 6,20113,30325,31122,230,11.63043478,367.2298131,UA,99.06542056,368.4813208,UA,99.06542056,368.4813208,637,DEN,CPR
"Denver, CO","St. Louis, MO",Table 6,20113,30325,31123,770,1088.26087,155.132482,WN,49.95005993,152.8486083,F9,33.22013584,133.3698166,638,DEN,STL
"Denver, CO","Myrtle Beach, SC",Table 6,20113,30325,31135,1485,48.47826087,252.0084529,DL,58.07174888,236.2385714,DL,58.07174888,236.2385714,639,DEN,MYR
"Denver, CO","Jacksonville, FL",Table 6,20113,30325,31136,1447,276.1956522,207.7617277,WN,34.59268005,211.8483163,AA,24.28177883,175.3940032,640,DEN,JAX
"Denver, CO","Corpus Christi, TX",Table 6,20113,30325,31140,929,34.45652174,268.2067823,WN,31.86119874,276.710297,CO,27.76025237,257.5109091,641,DEN,CRP
"Denver, CO","Charleston/Dunbar, WV",Table 6,20113,30325,31146,1241,33.04347826,319.5433224,DL,49.0131579,305.8745638,DL,49.0131579,305.8745638,642,DEN,CRW
"Denver, CO","Daytona Beach, FL",Table 6,20113,30325,31252,1528,14.45652174,219.5379699,DL,90.97744361,215.171157,DL,90.97744361,215.171157,643,DEN,DAB
"Denver, CO","Dayton, OH",Table 6,20113,30325,31267,1085,300.326087,197.0715056,F9,73.10893956,180.7335347,F9,73.10893956,180.7335347,644,DEN,DAY
"Denver, CO","Detroit, MI",Table 6,20113,30325,31295,1123,1123.695652,183.1068766,DL,42.53240472,185.1199363,WN,21.4064616,164.3790601,645,DEN,DTW
"Denver, CO","Duluth, MN",Table 6,20113,30325,31337,791,16.73913044,288.3103896,DL,90.25974026,282.7761151,DL,90.25974026,282.7761151,646,DEN,DLH
"Denver, CO","Des Moines, IA",Table 6,20113,30325,31423,589,252.6086957,175.6650172,UA,48.9242685,192.1250396,F9,41.22203098,150.6575261,647,DEN,DSM
"Denver, CO","Houston, TX",Table 6,20113,30325,31453,883,2076.956522,177.1911226,CO,40.00942014,204.2096455,F9,17.07661712,117.5254735,648,DEN,HOU
"Denver, CO","Orlando, FL",Table 6,20113,30325,31454,1546,1022.5,205.9372669,WN,35.50547465,194.9919012,WN,35.50547465,194.9919012,649,DEN,MCO
"Denver, CO","Panama City, FL",Table 6,20113,30325,31481,1250,45.65217391,242.0196667,DL,52.38095238,242.0804546,DL,52.38095238,242.0804546,650,DEN,ECP
"Denver, CO","Valparaiso, FL",Table 6,20113,30325,31504,1210,40.54347826,254.1422252,DL,50.13404826,244.8675936,CO,15.28150134,222.4621053,651,DEN,VPS
"Denver, CO","Elko, NV",Table 6,20113,30325,31525,590,13.69565217,194.3980159,DL,96.03174603,197.5642975,DL,96.03174603,197.5642975,652,DEN,EKO
"Denver, CO","Elmira/Corning, NY",Table 6,20113,30325,31537,1454,17.60869565,284.7957407,DL,61.11111111,247.6645455,DL,61.11111111,247.6645455,653,DEN,ELM
"Denver, CO","Erie, PA",Table 6,20113,30325,31577,1286,16.41304348,235.3016556,CO,64.2384106,223.2075258,CO,64.2384106,223.2075258,654,DEN,ERI
"Denver, CO","Eugene, OR",Table 6,20113,30325,31603,996,63.26086957,258.9337285,UA,86.94158076,255.4005138,UA,86.94158076,255.4005138,655,DEN,EUG
"Denver, CO","Evansville, IN",Table 6,20113,30325,31612,930,16.84782609,263.2217419,AA,49.03225807,271.7813158,DL,49.03225807,252.9146053,656,DEN,EVV
"Denver, CO","New Bern/Morehead/Beaufort, NC",Table 6,20113,30325,31617,1548,15.76086957,218.5789655,US,46.89655172,252.9005882,DL,46.20689655,178.179403,657,DEN,EWN
"Denver, CO","Key West, FL",Table 6,20113,30325,31624,1698,15.65217391,297.4800694,AA,49.30555556,237.1032394,AA,49.30555556,237.1032394,658,DEN,EYW
"Denver, CO","Fargo, ND",Table 6,20113,30325,31637,627,82.5,283.7579447,UA,78.39262187,289.6901513,DL,10.27667984,238.0828205,659,DEN,FAR
"Denver, CO","Fresno, CA",Table 6,20113,30325,31638,844,84.56521739,285.1144345,UA,67.99485861,302.4145936,US,25.06426735,242.2642051,660,DEN,FAT
"Denver, CO","Fayetteville, NC",Table 6,20113,30325,31641,1452,20.43478261,250.0515426,DL,42.0212766,213.8727848,DL,42.0212766,213.8727848,661,DEN,FAY
"Denver, CO","Kalispell, MT",Table 6,20113,30325,31648,752,44.45652174,366.7216626,UA,77.26161369,371.493481,DL,9.046454768,325.8148649,662,DEN,FCA
"Denver, CO","Minneapolis, MN",Table 6,20113,30325,31650,680,2114.456522,138.7578271,DL,41.80332083,142.085059,F9,25.94458438,121.8372697,663,DEN,MSP
"Denver, CO","Flagstaff, AZ",Table 6,20113,30325,31695,503,22.93478261,173.998436,US,97.63033175,169.3418447,US,97.63033175,169.3418447,664,DEN,FLG
"Denver, CO",New York Area 4/,Table 6,20113,30325,31703,1659,3265.434783,256.2806398,UA,22.89461421,328.6224091,WN,12.15631449,201.5845537,665,DEN,NYC
"Denver, CO","Fort Myers, FL",Table 6,20113,30325,31714,1607,169.7826087,215.1107683,DL,23.75160051,213.587089,FL,14.46862996,192.0197345,666,DEN,RSW
"Denver, CO","Flint, MI",Table 6,20113,30325,31721,1105,39.34782609,203.8816022,F9,34.53038674,177.70504,F9,34.53038674,177.70504,667,DEN,FNT
"Denver, CO","Sioux Falls, SD",Table 6,20113,30325,31775,483,203.0434783,138.2237045,UA,53.21199144,149.1901811,F9,38.6509636,118.2780055,668,DEN,FSD
"Denver, CO","Fort Wayne, IN",Table 6,20113,30325,31823,1028,23.26086957,280.1003271,DL,33.64485981,300.4254167,AA,32.71028037,260.8375714,669,DEN,FWA
"Denver, CO","Fayetteville, AR",Table 6,20113,30325,31834,616,34.23913044,350.1804127,UA,72.6984127,347.9860699,UA,72.6984127,347.9860699,670,DEN,XNA
"Denver, CO","Greer, SC",Table 6,20113,30325,31871,1278,103.6956522,229.2377044,DL,37.73584906,197.7031111,DL,37.73584906,197.7031111,671,DEN,GSP
"Denver, CO","Spokane, WA",Table 6,20113,30325,31884,836,395,156.8290451,F9,39.98348927,141.9604474,F9,39.98348927,141.9604474,672,DEN,GEG
"Denver, CO","Great Falls, MT",Table 6,20113,30325,31895,624,44.56521739,285.911122,UA,91.46341463,272.71536,UA,91.46341463,272.71536,673,DEN,GTF
"Denver, CO","Grand Junction, CO",Table 6,20113,30325,31921,212,18.69565217,362.1219186,UA,90.69767442,366.0224359,CO,8.139534884,324.965,674,DEN,GJT
"Denver, CO","Gainesville, FL",Table 6,20113,30325,31953,1448,19.34782609,246.5386517,DL,68.53932584,234.0097541,DL,68.53932584,234.0097541,675,DEN,GNV
"Denver, CO","Gulfport/Biloxi, MS",Table 6,20113,30325,31973,1095,24.45652174,244.1904444,CO,32.44444444,247.3927397,AA,30.66666667,238.3221739,676,DEN,GPT
"Denver, CO","Green Bay, WI",Table 6,20113,30325,31977,905,89.45652174,182.9579951,F9,48.35965978,163.2061809,F9,48.35965978,163.2061809,677,DEN,GRB
"Denver, CO","Grand Rapids, MI",Table 6,20113,30325,31986,1015,285.6521739,203.2473021,F9,51.59817352,178.5911209,F9,51.59817352,178.5911209,678,DEN,GRR
"Denver, CO","Greensboro/High Point, NC",Table 6,20113,30325,31995,1370,109.4565217,199.189007,DL,47.46772592,172.8453138,DL,47.46772592,172.8453138,679,DEN,GSO
"Denver, CO","Gunnison, CO",Table 6,20113,30325,32012,152,10.76086957,151.3584849,UA,98.98989899,151.0816327,UA,98.98989899,151.0816327,680,DEN,GUC
"Denver, CO","Harrisburg, PA",Table 6,20113,30325,32070,1474,46.19565217,328.6590118,UA,46.82352941,344.8511055,DL,19.76470588,291.9157143,681,DEN,MDT
"Denver, CO","Helena, MT",Table 6,20113,30325,32156,594,30.65217391,381.9854255,UA,85.81560284,366.7654132,UA,85.81560284,366.7654132,682,DEN,HLN
"Denver, CO","Harlingen/San Benito, TX",Table 6,20113,30325,32206,1023,19.34782609,253.0744944,WN,61.79775281,262.347,UA,11.79775281,237.9661905,683,DEN,HRL
"Denver, CO","Las Vegas, NV",Table 6,20113,30325,32211,628,2457.826087,121.4272674,WN,49.28356625,115.1997622,WN,49.28356625,115.1997622,684,DEN,LAS
"Denver, CO","Idaho Falls, ID",Table 6,20113,30325,32280,458,38.36956522,249.3028329,UA,87.81869688,244.53,US,1.416430595,199.688,685,DEN,IDA
"Denver, CO","Wilmington, NC",Table 6,20113,30325,32323,1522,55.86956522,222.6701751,US,49.41634241,256.5132284,DL,39.2996109,179.294604,686,DEN,ILM
"Denver, CO","Indianapolis, IN",Table 6,20113,30325,32337,977,765.9782609,169.2428991,WN,43.69235136,156.8296655,F9,42.65644955,156.3830805,687,DEN,IND
"Denver, CO","Ithaca/Cortland, NY",Table 6,20113,30325,32397,1475,22.2826087,259.7666342,DL,61.95121951,224.8714173,CO,15.6097561,209.586875,688,DEN,ITH
"Denver, CO","Jackson, WY",Table 6,20113,30325,32441,406,98.58695652,222.7452701,UA,66.37265711,248.203505,F9,26.46085998,159.4719583,689,DEN,JAC
"Denver, CO","Jackson/Vicksburg, MS",Table 6,20113,30325,32448,967,56.73913044,256.8467433,AA,28.5440613,284.6779195,WN,22.60536399,226.3025424,690,DEN,JAN
"Denver, CO",San Fran./Oakland Area 4/,Table 6,20113,30325,32457,967,3422.173913,186.0007162,WN,42.16745013,167.2410297,F9,15.43958836,155.0625015,691,DEN,SJC
"Denver, CO",Miami/Ft. Lauderdale Area 4/,Table 6,20113,30325,32467,1709,909.8913044,208.5085271,WN,34.93011588,188.3043365,F9,20.75020906,175.6896316,692,DEN,FLL
"Denver, CO","Rochester, MN",Table 6,20113,30325,32547,686,10.10869565,185.2201075,DL,95.69892473,181.4870787,AA,3.225806452,129.3566667,693,DEN,RST
"Denver, CO","Santa Ana, CA",Table 6,20113,30325,32575,862,4774.23913,158.7156595,WN,36.86906632,144.6793343,F9,25.64260183,137.6644873,694,DEN,SNA
"Denver, CO","Little Rock, AR",Table 6,20113,30325,32600,771,127.5,277.2092157,UA,46.12105712,322.9178928,WN,24.55242967,220.8094097,695,DEN,LIT
"Denver, CO","Lansing, MI",Table 6,20113,30325,32884,1062,15.65217391,295.7414583,DL,59.02777778,304.1215294,UA,31.94444444,269.8334783,696,DEN,LAN
"Denver, CO","Lubbock, TX",Table 6,20113,30325,32896,456,45.86956522,187.0393128,UA,66.3507109,191.1642857,WN,12.08530806,166.6676471,697,DEN,LBB
"Denver, CO","Lexington, KY",Table 6,20113,30325,32945,1086,35.32608696,274.7353846,DL,50.46153846,253.3989634,AA,19.38461539,233.1957143,698,DEN,LEX
"Denver, CO","Lafayette, LA",Table 6,20113,30325,32951,978,31.95652174,292.5538435,CO,61.2244898,311.1129444,AA,30.6122449,246.0847778,699,DEN,LFT
"Denver, CO","Lincoln, NE",Table 6,20113,30325,33029,423,38.80434783,203.0254622,UA,93.83753501,206.6489552,CO,5.042016807,139.1727778,700,DEN,LNK
"Denver, CO","Louisville, KY",Table 6,20113,30325,33044,1024,241.8478261,195.2456584,F9,53.30337079,165.137285,F9,53.30337079,165.137285,701,DEN,SDF
"Denver, CO","La Crosse, WI",Table 6,20113,30325,33076,744,19.67391304,226.2162983,DL,82.87292818,221.8798667,DL,82.87292818,221.8798667,702,DEN,LSE
"Denver, CO","Cincinnati, KY",Table 6,20113,30325,33105,1069,216.9565217,261.0242535,DL,60.97194389,244.077839,DL,60.97194389,244.077839,703,DEN,CVG
"Denver, CO","Lynchburg, VA",Table 6,20113,30325,33139,1385,12.2826087,288.7911504,US,94.69026549,292.0557944,US,94.69026549,292.0557944,704,DEN,LYH
"Denver, CO","Midland/Odessa, TX",Table 6,20113,30325,33158,563,73.91304348,132.7379706,UA,60.44117647,101.9151095,UA,60.44117647,101.9151095,705,DEN,MAF
"Denver, CO","Manistee/Ludington, MI",Table 6,20113,30325,33182,993,11.52173913,172.5232076,F9,99.05660377,172.1942857,F9,99.05660377,172.1942857,706,DEN,MBL
"Denver, CO","Saginaw/Bay City/Midland, MI",Table 6,20113,30325,33184,1092,13.80434783,255.7870079,DL,55.11811024,269.4612857,UA,40.94488189,233.3317308,707,DEN,MBS
"Denver, CO","Sacramento, CA",Table 6,20113,30325,33192,909,915.4347826,163.1428414,WN,44.38375683,154.5404173,F9,31.41771551,150.9220597,708,DEN,SMF
"Denver, CO","Tampa, FL",Table 6,20113,30325,33195,1506,628.1521739,211.2073023,WN,46.04602873,197.508696,WN,46.04602873,197.508696,709,DEN,TPA
"Denver, CO","Kansas City, MO",Table 6,20113,30325,33198,533,1314.021739,129.4688312,F9,45.3387377,108.2903521,F9,45.3387377,108.2903521,710,DEN,MCI
"Denver, CO","San Antonio, TX",Table 6,20113,30325,33214,794,698.0434783,136.7554625,WN,47.32170663,122.8056762,WN,47.32170663,122.8056762,711,DEN,SAT
"Denver, CO","Memphis, TN",Table 6,20113,30325,33244,872,127.3913044,321.6147184,DL,54.01023891,306.4541864,FL,10.92150171,232.1676563,712,DEN,MEM
"Denver, CO","Mission/McAllen/Edinburg, TX",Table 6,20113,30325,33256,1014,21.63043478,251.6764322,CO,52.26130653,218.5971154,CO,52.26130653,218.5971154,713,DEN,MFE
"Denver, CO","Medford, OR",Table 6,20113,30325,33264,964,54.13043478,266.2799598,UA,83.33333333,263.828241,AS,3.413654619,251.3394118,714,DEN,MFR
"Denver, CO","Montgomery, AL",Table 6,20113,30325,33277,1145,17.39130435,291.87425,DL,78.125,294.72376,AA,12.5,253.351,715,DEN,MGM
"Denver, CO","Minot, ND",Table 6,20113,30325,33304,604,43.04347826,363.9032323,UA,82.07070707,356.3216923,UA,82.07070707,356.3216923,716,DEN,MOT
"Denver, CO","Omaha, NE",Table 6,20113,30325,33316,472,724.8913044,114.6537982,F9,44.93927126,101.5016016,F9,44.93927126,101.5016016,717,DEN,OMA
"Denver, CO","Milwaukee, WI",Table 6,20113,30325,33342,896,846.4130435,148.021464,F9,61.93656094,151.5195874,FL,21.63862848,137.5788724,718,DEN,MKE
"Denver, CO","Moline, IL",Table 6,20113,30325,33367,751,67.93478261,249.450432,UA,81.76,248.3135421,US,1.12,212.3614286,719,DEN,MLI
